"PVWatts Hourly PV Performance Data"
"Requested Location","detroit, mi"
"Location","Lat, Lng: 42.33, -83.06"
"Latitude (DD)","42.33"
"Longitude (DD)","-83.06"
"Elevation (m)","186.44999694824"
"DC System Size (kW)","80"
"Module Type","Standard"
"Array Type","Fixed (open rack)"
"Array Tilt (deg)","20"
"Array Azimuth (deg)","180"
"System Losses (%)","14.08"
"DC to AC Size Ratio","1.2"
"Inverter Efficiency (%)","96"
"Ground Coverage Ratio","NA"
"Albedo","From weather file"
"Bifacial","No (0)"
"Monthly Irradiance Loss (%)",""
"","Jan","0"
"","Feb","0"
"","Mar","0"
"","Apr","0"
"","May","0"
"","June","0"
"","July","0"
"","Aug","0"
"","Sept","0"
"","Oct","0"
"","Nov","0"
"","Dec","0"

"Month","Day","Hour","Beam Irradiance (W/m2)","Diffuse Irradiance (W/m2)","Ambient Temperature (C)","Wind Speed (m/s)","Albedo","Plane of Array Irradiance (W/m2)","Cell Temperature (C)","DC Array Output (W)","AC System Output (W)"
"3","22","7","494","55","0","4.9","0.87","165.218","2.418","10179.128","9501.356"
"3","22","8","724","93","0","5.4","0.87","425.916","6.146","31103.777","29684.561"
"3","22","9","829","121","0","5.6","0.87","673.594","9.518","49253.546","47191.212"
"3","22","10","883","143","1","5.5","0.87","871.555","13.432","62197.027","59676.054"
"3","22","11","921","151","2","5.2","0.87","1007.882","16.885","70507.055","66666.667"
"3","22","12","939","151","2","5","0.87","1064.304","18.106","73896.674","66666.667"
"3","22","13","934","147","3","4.9","0.87","1033.76","18.848","71712.994","66666.667"
"3","22","14","912","136","3","4.9","0.87","922.163","17.154","64783.562","62170.937"
"3","22","15","865","119","2","4.7","0.87","738.945","13.663","53093.313","50894.921"
"3","22","16","773","97","1","4.1","0.87","503.147","9.634","36899.794","35275.203"
"3","22","17","591","67","0","3.2","0.87","241.984","4.631","16147.166","15257.923"
"3","22","18","155","18","0","2.7","0.87","24.258","0.387","835.8","489.099"
"3","22","19","0","0","0","2.7","0.87","0","0","0","0"
"3","22","20","0","0","0","2.7","0.87","0","0","0","0"
"3","22","21","0","0","-1","2.7","0.87","0","-1","0","0"
"3","22","22","0","0","-1","2.7","0.87","0","-1","0","0"
"3","22","23","0","0","-2","2.6","0.87","0","-2","0","0"
"3","23","0","0","0","-2","2.7","0.87","0","-2","0","0"
"3","23","1","0","0","-3","3","0.87","0","-3","0","0"
"3","23","2","0","0","-3","2.9","0.87","0","-3","0","0"
"3","23","3","0","0","-3","2.7","0.87","0","-3","0","0"
"3","23","4","0","0","-4","2.7","0.87","0","-4","0","0"
"3","23","5","0","0","-4","2.8","0.87","0","-4","0","0"
"3","23","6","0","0","-4","3.1","0.87","0","0","0","0"
"3","23","7","566","50","-2","3.9","0.87","177.627","0.974","10958.68","10253.286"
"3","23","8","779","81","0","4.6","0.87","440.48","7.032","32114.804","30659.764"
"3","23","9","879","103","0","4.9","0.87","687.616","10.585","50115.613","48022.733"
"3","23","10","932","118","1","4.9","0.87","887.17","14.625","63062.121","60510.494"
"3","23","11","957","129","2","4.8","0.87","1019.358","17.834","71074.989","66666.667"
"3","23","12","963","135","3","4.6","0.87","1071.965","20.083","73897.979","66666.667"
"3","23","13","260","350","3","4.4","0.87","622.832","13.163","43748.123","41880.868"
"3","23","14","671","177","3","4.1","0.87","769.515","16.142","54213.941","51975.841"
"3","23","15","840","131","3","3.6","0.87","738.073","16.605","52430.203","50255.307"
"3","23","16","285","160","2","2.8","0.87","313.856","8.591","22750.889","21627.649"
"3","23","17","538","77","1","1.8","0.87","237.451","6.899","15816.25","14938.733"
"3","23","18","142","19","0","1.5","0.87","24.368","0.501","856.917","509.468"
"3","23","19","0","0","-1","1.6","0.87","0","-1","0","0"
"3","23","20","0","0","-2","1.6","0.87","0","-2","0","0"
"3","23","21","0","0","-2","1.5","0.87","0","-2","0","0"
"3","23","22","0","0","-2","1.4","0.87","0","-2","0","0"
"3","23","23","0","0","-2","1.2","0.87","0","-2","0","0"
"3","24","0","0","0","-2","1","0.87","0","-2","0","0"
"3","24","1","0","0","-2","0.9","0.87","0","-2","0","0"
"3","24","2","0","0","-2","1","0.87","0","-2","0","0"
"3","24","3","0","0","-2","1.2","0.87","0","-2","0","0"
"3","24","4","0","0","-3","1.4","0.87","0","-3","0","0"
"3","24","5","0","0","-3","1.6","0.87","0","-3","0","0"
"3","24","6","0","0","-2","2.1","0.87","0","0","0","0"
"3","24","7","508","58","0","2.4","0.87","174.834","3.771","10864.594","10162.533"
"3","24","8","695","103","1","2.3","0.87","428.233","10.838","30805.969","29397.306"
"3","24","9","781","142","2","2.3","0.87","669.952","17.419","47542.259","45540.563"
"3","24","10","828","172","2","2.3","0.87","867.182","21.911","59916.971","57476.789"
"3","24","11","847","196","3","2.4","0.87","998.647","25.467","67579.029","64867.351"
"3","24","12","584","253","4","2.5","0.87","842.814","22.587","57504.336","55149.643"
"3","24","13","841","206","4","2.5","0.87","1019.607","26.511","68625.425","65876.668"
"3","24","14","750","147","4","2.4","0.87","804.612","22.121","55510.946","53226.887"
"3","24","15","0","146","4","2.1","0.87","139.981","7.327","9735.09","9073.052"
"3","24","16","716","118","4","1.4","0.87","497.806","17.852","35398.725","33827.323"
"3","24","17","559","75","3","0.6","0.87","242.207","11.055","15888.359","15008.287"
"3","24","18","174","20","2","0.6","0.87","27.569","2.698","939.857","589.469"
"3","24","19","0","0","0","1.1","0.12","0","0","0","0"
"3","24","20","0","0","0","1.4","0.12","0","0","0","0"
"3","24","21","0","0","0","1.7","0.12","0","0","0","0"
"3","24","22","0","0","-1","2","0.12","0","-1","0","0"
"3","24","23","0","0","-1","2.3","0.12","0","-1","0","0"
"3","25","0","0","0","-1","2.4","0.12","0","-1","0","0"
"3","25","1","0","0","-1","2.3","0.12","0","-1","0","0"
"3","25","2","0","0","-1","2.2","0.12","0","-1","0","0"
"3","25","3","0","0","-1","2.2","0.12","0","-1","0","0"
"3","25","4","0","0","-1","2.3","0.12","0","-1","0","0"
"3","25","5","0","0","0","2.8","0.12","0","0","0","0"
"3","25","6","0","0","0","3.6","0.12","0","0","0","0"
"3","25","7","19","66","1","4.3","0.12","67.348","2.113","4645.432","4163.741"
"3","25","8","731","75","3","4.9","0.12","413.123","9.351","29996.519","28616.538"
"3","25","9","373","204","5","6","0.12","455.068","11.135","32862.884","31381.336"
"3","25","10","72","290","6","6.6","0.12","348.073","10.375","24626.987","23437.27"
"3","25","11","226","350","8","6.5","0.12","568.392","15.22","39772.38","38046.001"
"3","25","12","172","375","9","6.5","0.12","554.375","16.034","38524.255","36842.102"
"3","25","13","490","278","9","6.3","0.12","759.217","18.867","52719.759","50534.603"
"3","25","14","105","317","10","5.9","0.12","406.512","15.513","28291.474","26971.91"
"3","25","15","659","160","10","5.4","0.12","636.853","19.209","44872.968","42965.855"
"3","25","16","0","53","9","4.9","0.12","49.174","9.755","3311.93","2877.49"
"3","25","17","0","16","8","4.3","0.12","14.806","8.246","955.16","604.23"
"3","25","18","0","1","6","4.3","0.12","0.923","6.013","0","0"
"3","25","19","0","0","6","5","0.12","0","6","0","0"
"3","25","20","0","0","7","5.8","0.12","0","7","0","0"
"3","25","21","0","0","7","6.1","0.12","0","7","0","0"
"3","25","22","0","0","7","6","0.12","0","7","0","0"
"3","25","23","0","0","7","5.9","0.12","0","7","0","0"
"3","26","0","0","0","7","5.6","0.12","0","7","0","0"
"3","26","1","0","0","7","5.5","0.12","0","7","0","0"
"3","26","2","0","0","8","5.6","0.12","0","8","0","0"
"3","26","3","0","0","8","5.9","0.12","0","8","0","0"
"3","26","4","0","0","9","6.2","0.12","0","9","0","0"
"3","26","5","0","0","9","6.5","0.12","0","9","0","0"
"3","26","6","0","0","9","6.9","0.12","0","0","0","0"
"3","26","7","262","77","11","7.4","0.12","136.946","12.553","8645.69","8022.254"
"3","26","8","413","144","13","7.4","0.12","339.86","16.961","23896.262","22732.438"
"3","26","9","145","238","14","7.3","0.12","336.873","17.957","23432.928","22285.521"
"3","26","10","56","285","15","7.5","0.12","329.81","18.787","22564.901","21448.252"
"3","26","11","643","225","16","7.6","0.12","836.893","25.544","56840.09","54508.934"
"3","26","12","686","214","17","7.6","0.12","893.848","27.19","60216.941","57766.13"
"3","26","13","403","320","18","7.5","0.12","714.049","26.208","48157.464","46133.969"
"3","26","14","225","321","19","7.3","0.12","520.122","25.096","35174.006","33610.566"
"3","26","15","58","242","19","7.2","0.12","280.27","22.319","18963.147","17974.122"
"3","26","16","611","112","18","7","0.12","434.878","23.289","30343.128","28950.865"
"3","26","17","459","75","16","7","0.12","212.734","18.527","13643.96","12843.415"
"3","26","18","107","21","15","7.3","0.12","24.668","15.229","863.677","515.988"
"3","26","19","0","0","15","7.7","0.12","0","15","0","0"
"3","26","20","0","0","14","7.9","0.12","0","14","0","0"
"3","26","21","0","0","14","7.9","0.12","0","14","0","0"
"3","26","22","0","0","14","7.8","0.12","0","14","0","0"
"3","26","23","0","0","13","7.4","0.12","0","13","0","0"
"3","27","0","0","0","13","6.5","0.12","0","13","0","0"
"3","27","1","0","0","12","5.9","0.12","0","12","0","0"
"3","27","2","0","0","12","5.8","0.12","0","12","0","0"
"3","27","3","0","0","12","5.8","0.12","0","12","0","0"
"3","27","4","0","0","12","5.6","0.12","0","12","0","0"
"3","27","5","0","0","13","5.5","0.12","0","13","0","0"
"3","27","6","0","0","13","5.5","0.12","0","0","0","0"
"3","27","7","220","69","14","5.8","0.12","120.059","15.614","7499.379","6916.562"
"3","27","8","227","152","15","6.1","0.12","260.006","18.465","18046.56","17090.014"
"3","27","9","2","166","17","6.8","0.12","158.394","18.952","10653.629","9959.043"
"3","27","10","383","281","18","7.6","0.12","606.789","24.92","41336.737","39554.927"
"3","27","11","267","350","19","8.1","0.12","616.607","25.698","41537.23","39748.316"
"3","27","12","365","344","19","8.3","0.12","714.758","26.627","48015.674","45997.202"
"3","27","13","293","352","20","8.2","0.12","647.447","26.969","43407.722","41552.529"
"3","27","14","522","237","19","7.8","0.12","698.685","26.822","47338.633","45344.152"
"3","27","15","432","215","18","7","0.12","533.87","24.469","36677.749","35061.026"
"3","27","16","358","156","17","6.1","0.12","343.438","21.587","23901.244","22737.243"
"3","27","17","526","60","16","5.3","0.12","217.763","19.114","13838.374","13030.94"
"3","27","18","138","22","15","4.8","0.12","27.43","15.329","931.414","581.325"
"3","27","19","0","0","14","4.9","0.12","0","14","0","0"
"3","27","20","0","0","14","4.9","0.12","0","14","0","0"
"3","27","21","0","0","13","4.7","0.12","0","13","0","0"
"3","27","22","0","0","13","4.3","0.12","0","13","0","0"
"3","27","23","0","0","12","4.1","0.12","0","12","0","0"
"3","28","0","0","0","12","4.3","0.12","0","12","0","0"
"3","28","1","0","0","12","4.6","0.12","0","12","0","0"
"3","28","2","0","0","11","4.6","0.12","0","11","0","0"
"3","28","3","0","0","11","4.4","0.12","0","11","0","0"
"3","28","4","0","0","11","4.8","0.12","0","11","0","0"
"3","28","5","0","0","11","5.3","0.12","0","11","0","0"
"3","28","6","0","0","11","5.7","0.12","0","0","0","0"
"3","28","7","0","30","12","6.6","0.12","27.793","12.35","1800.979","1420.078"
"3","28","8","0","78","14","7.7","0.12","72.529","14.821","4867.989","4378.412"
"3","28","9","333","222","15","8.6","0.12","450.513","19.702","31449.591","30018.122"
"3","28","10","217","312","16","9.6","0.12","497.189","20.76","34189.446","32660.893"
"3","28","11","7","201","17","10.4","0.12","196.964","18.766","13167.386","12383.728"
"3","28","12","1","151","17","10.7","0.12","142.938","18.252","9445.711","8793.927"
"3","28","13","94","362","17","10.3","0.12","452.799","21.094","30737.207","29330.981"
"3","28","14","228","326","16","9.9","0.12","527.963","20.934","36256.129","34654.346"
"3","28","15","810","100","16","9.3","0.12","679.986","22.704","47402.016","45405.289"
"3","28","16","736","83","15","7.8","0.12","469.311","20.286","33230.283","31735.717"
"3","28","17","569","62","14","5.9","0.12","232.8","17.103","14941.629","14095.103"
"3","28","18","191","22","12","4.7","0.12","31.015","12.363","1012.432","659.472"
"3","28","19","0","0","11","4.3","0.12","0","11","0","0"
"3","28","20","0","0","11","4.2","0.12","0","11","0","0"
"3","28","21","0","0","11","4.4","0.12","0","11","0","0"
"3","28","22","0","0","10","4.8","0.12","0","10","0","0"
"3","28","23","0","0","10","5.1","0.12","0","10","0","0"
"3","29","0","0","0","9","4.9","0.12","0","9","0","0"
"3","29","1","0","0","8","4.3","0.12","0","8","0","0"
"3","29","2","0","0","7","3.8","0.12","0","7","0","0"
"3","29","3","0","0","7","3.6","0.12","0","7","0","0"
"3","29","4","0","0","7","3.3","0.12","0","7","0","0"
"3","29","5","0","0","6","2.7","0.12","0","6","0","0"
"3","29","6","0","0","6","2.2","0.12","0","0","0","0"
"3","29","7","337","65","8","1.9","0.12","147.53","11.564","9287.416","8641.241"
"3","29","8","613","91","10","1.7","0.12","385.372","20.017","26943.199","25671.409"
"3","29","9","812","98","12","2","0.12","647.459","27.822","44360.264","42471.318"
"3","29","10","861","110","13","2.5","0.12","826.997","31.311","55410.55","53130.049"
"3","29","11","884","117","15","2.9","0.12","936.373","34.288","61634.22","59133.19"
"3","29","12","883","122","16","3","0.12","975.184","35.739","63663.524","61090.587"
"3","29","13","593","252","17","3.1","0.12","829.9","33.502","54553.606","52303.47"
"3","29","14","603","212","18","3.3","0.12","744.959","32.357","49455.654","47386.158"
"3","29","15","631","153","18","3.5","0.12","613.295","29.481","41527.937","39739.352"
"3","29","16","616","116","17","3.3","0.12","443.384","25.589","30675.784","29271.734"
"3","29","17","420","86","15","3","0.12","212.043","19.226","13676.712","12875.007"
"3","29","18","104","25","13","3.5","0.12","28.769","13.435","1069.731","714.741"
"3","29","19","0","0","13","4","0.12","0","13","0","0"
"3","29","20","0","0","13","4.2","0.12","0","13","0","0"
"3","29","21","0","0","13","4.7","0.12","0","13","0","0"
"3","29","22","0","0","14","5.5","0.12","0","14","0","0"
"3","29","23","0","0","14","6.7","0.12","0","14","0","0"
"3","30","0","0","0","14","7.5","0.12","0","14","0","0"
"3","30","1","0","0","14","7.5","0.12","0","14","0","0"
"3","30","2","0","0","14","7.5","0.12","0","14","0","0"
"3","30","3","0","0","14","7.5","0.12","0","14","0","0"
"3","30","4","0","0","14","7.1","0.12","0","14","0","0"
"3","30","5","0","0","14","6.7","0.12","0","14","0","0"
"3","30","6","18","8","14","6.5","0.12","7.708","14.085","303.43","0"
"3","30","7","0","22","15","6.3","0.12","20.367","15.265","1286.708","924.03"
"3","30","8","0","64","16","6.1","0.12","59.407","16.791","3919.514","3463.545"
"3","30","9","181","248","17","6.1","0.12","371.772","21.947","25515.409","24294.211"
"3","30","10","190","320","18","6.3","0.12","484.204","24.288","32794.008","31314.901"
"3","30","11","321","346","19","6.8","0.12","662.553","27.158","44418.827","42527.807"
"3","30","12","536","286","20","7.4","0.12","828.103","29.612","55114.074","52844.078"
"3","30","13","422","318","21","7.9","0.12","740.903","29.201","49363.329","47297.105"
"3","30","14","403","292","21","8","0.12","648.539","28.121","43569.079","41708.169"
"3","30","15","0","144","21","7.6","0.12","135.328","22.54","8886.534","8254.564"
"3","30","16","180","184","20","6.9","0.12","276.744","23.391","18922.025","17934.457"
"3","30","17","195","100","19","5.9","0.12","157.612","21.125","10235.796","9556.016"
"3","30","18","160","25","17","5.3","0.12","32.153","17.383","1202.112","842.431"
"3","30","19","0","0","16","5.2","0.12","0","16","0","0"
"3","30","20","0","0","16","5.3","0.12","0","16","0","0"
"3","30","21","0","0","15","5.4","0.12","0","15","0","0"
"3","30","22","0","0","14","5.1","0.12","0","14","0","0"
"3","30","23","0","0","14","4.9","0.12","0","14","0","0"
"3","31","0","0","0","14","5","0.12","0","14","0","0"
"3","31","1","0","0","14","5.2","0.12","0","14","0","0"
"3","31","2","0","0","14","5.5","0.12","0","14","0","0"
"3","31","3","0","0","14","5.5","0.12","0","14","0","0"
"3","31","4","0","0","14","5.3","0.12","0","14","0","0"
"3","31","5","0","0","14","5.2","0.12","0","14","0","0"
"3","31","6","0","5","14","5.3","0.12","4.756","14.06","184.904","0"
"3","31","7","55","82","15","5.4","0.12","91.596","16.313","6003.761","5473.939"
"3","31","8","7","138","17","5.6","0.12","133.545","18.882","9019.876","8383.181"
"3","31","9","27","214","18","6","0.12","222.049","20.982","14987.693","14139.534"
"3","31","10","115","320","19","6.3","0.12","414.251","24.375","27897.246","26591.651"
"3","31","11","55","337","19","6.4","0.12","388.627","23.978","25975.976","24738.459"
"3","31","12","50","348","19","6.5","0.12","397.74","24.038","26534.426","25277.121"
"3","31","13","50","339","18","6.5","0.12","386.836","22.902","25936.918","24700.785"
"3","31","14","9","217","17","5.3","0.12","213.835","20.106","14300.322","13476.52"
"3","31","15","20","217","17","3.2","0.12","220.846","21.315","14844.369","14001.289"
"3","31","16","0","12","16","1.8","0.12","11.115","16.282","678.768","337.632"
"3","31","17","0","42","15","1.7","0.12","38.94","16.011","2537.154","2130.168"
"3","31","18","0","7","15","2.5","0.12","6.471","15.132","300.846","0"
"3","31","19","0","0","15","8.5","0.13","0","15","0","0"
"3","31","20","0","0","14","7.5","0.13","0","14","0","0"
"3","31","21","0","0","11","6.5","0.13","0","11","0","0"
"3","31","22","0","0","8","5.5","0.13","0","8","0","0"
"3","31","23","0","0","6","4.3","0.13","0","6","0","0"
"4","1","0","0","0","5","3.2","0.13","0","5","0","0"
"4","1","1","0","0","4","3","0.13","0","4","0","0"
"4","1","2","0","0","4","3.2","0.13","0","4","0","0"
"4","1","3","0","0","4","3.3","0.13","0","4","0","0"
"4","1","4","0","0","3","3.5","0.13","0","3","0","0"
"4","1","5","0","0","3","3.8","0.13","0","3","0","0"
"4","1","6","0","2","3","4.4","0.13","1.903","3.027","74.981","0"
"4","1","7","0","21","4","4.9","0.13","19.444","4.298","1289.886","927.095"
"4","1","8","5","139","5","4.9","0.13","133.53","7.05","9443.785","8792.069"
"4","1","9","39","229","7","4.8","0.13","251.258","10.897","17692.329","16748.335"
"4","1","10","6","193","8","4.9","0.13","187.642","10.865","12962.777","12186.369"
"4","1","11","181","376","8","5.1","0.13","556.34","16.289","38631.048","36945.111"
"4","1","12","456","318","9","5.4","0.13","786.699","20.315","54112.848","51878.329"
"4","1","13","316","360","9","5.4","0.13","678.225","18.749","46849.341","44872.197"
"4","1","14","896","110","9","5.2","0.13","879.441","22.008","60861.156","58387.518"
"4","1","15","861","97","9","4.8","0.13","716.579","20.169","50379.781","48277.54"
"4","1","16","796","80","8","4.3","0.13","500.412","16.361","35997.02","34404.417"
"4","1","17","647","60","7","3.3","0.13","256.133","11.838","16835.433","15921.802"
"4","1","18","289","26","5","2.3","0.13","41.916","5.787","1674.588","1298.166"
"4","1","19","0","0","3","2.1","0.13","0","3","0","0"
"4","1","20","0","0","3","2.2","0.13","0","3","0","0"
"4","1","21","0","0","2","2.4","0.13","0","2","0","0"
"4","1","22","0","0","2","3.2","0.13","0","2","0","0"
"4","1","23","0","0","2","4","0.13","0","2","0","0"
"4","2","0","0","0","2","4.3","0.13","0","2","0","0"
"4","2","1","0","0","1","4.4","0.13","0","1","0","0"
"4","2","2","0","0","1","4.2","0.13","0","1","0","0"
"4","2","3","0","0","0","3.6","0.13","0","0","0","0"
"4","2","4","0","0","0","2.8","0.13","0","0","0","0"
"4","2","5","0","0","0","2.2","0.13","0","0","0","0"
"4","2","6","139","18","0","2.7","0.13","16.85","0.291","653.12","312.893"
"4","2","7","566","63","1","4.4","0.13","209.266","4.326","13581.167","12782.847"
"4","2","8","5","140","2","6","0.13","134.425","3.809","9623.801","8965.706"
"4","2","9","14","199","3","6.6","0.13","198.41","5.496","14134.859","13316.92"
"4","2","10","404","288","3","6.6","0.13","636.138","11.011","45528.108","43597.781"
"4","2","11","32","312","3","6.4","0.13","340.84","7.364","24128.214","22956.17"
"4","2","12","128","396","2","5.9","0.13","534.643","9.237","37915.767","36255.175"
"4","2","13","38","327","2","5","0.13","362.619","7.461","25683.797","24456.633"
"4","2","14","15","244","2","3.8","0.13","245.502","6.359","17362.207","16429.91"
